target_id	length	eff_length	est_counts	tpm
lcl|AF157706.1_cds_AAD49614.1_1	2280	1980.56	13.5	53375.1
lcl|AF157706.1_cds_AAD49618.1_2	603	303.962	0	0
lcl|AF157706.1_cds_AAD49617.1_3	480	188.67	0	0
lcl|AF157706.1_cds_AAD49616.1_4	240	61.1257	0	0
lcl|AF157706.1_cds_AAD49615.1_5	1179	879.563	3.5	31159.8
lcl|AF157706.1_cds_AAD49619.1_6	180	47.488	0	0
lcl|AF157706.1_cds_AAD49620.1_7	582	283.302	0	0
lcl|AF157706.1_cds_AAD49621.1_8	240	61.1257	0	0
lcl|AF157706.1_cds_AAD49691.1_9	1092	792.563	0	0
lcl|AF157706.1_cds_AAD49622.1_10	1161	861.563	1	9088.8
lcl|AF157706.1_cds_AAD49623.1_11	1608	1308.56	1	5984.1
lcl|AF157706.1_cds_AAD49634.1_12	2712	2412.56	0	0
lcl|AF157706.1_cds_AAD49624.1_13	207	53.1674	0	0
lcl|AF157706.1_cds_AAD49625.1_14	1236	936.563	0	0
lcl|AF157706.1_cds_AAD49626.1_15	315	85.5772	0	0
lcl|AF157706.1_cds_AAD49627.1_16	1512	1212.56	3	19373.6
lcl|AF157706.1_cds_AAA02870.1_17	2577	2277.56	5	17190.7
lcl|AF157706.1_cds_AAD49690.1_18	618	318.813	0	0
lcl|AF157706.1_cds_AAD49628.1_19	324	89.2852	0	0
lcl|AF157706.1_cds_AAD49629.1_20	1833	1533.56	2	10212.3
lcl|AF157706.1_cds_AAD49689.1_21	576	277.438	0	0
lcl|AF157706.1_cds_AAD49635.1_22	1005	705.563	1	11098.3
lcl|AF157706.1_cds_AAD49630.1_23	885	585.563	1	13372.7
lcl|AF157706.1_cds_AAD49631.1_24	1170	870.563	2	17989.7
lcl|AF157706.1_cds_AAD49632.1_25	1305	1005.56	1	7787.25
lcl|AF157706.1_cds_AAD49633.1_26	1503	1203.56	3	19518.5
lcl|AF157706.1_cds_AAD49636.1_27	609	309.895	0	0
lcl|AF157706.1_cds_AAD49688.1_28	900	600.563	0	0
lcl|AF157706.1_cds_AAD49637.1_29	267	68.7524	1	113895
lcl|AF157706.1_cds_AAD49638.1_30	174	46.3004	0	0
lcl|AF157706.1_cds_AAD49639.1_31	951	651.563	1	12018.1
lcl|AF157706.1_cds_AAD49640.1_32	888	588.563	1	13304.6
lcl|AF157706.1_cds_AAD49641.1_33	1101	801.563	1	9769.13
lcl|AF157706.1_cds_AAD49642.1_34	2415	2115.56	1	3701.41
lcl|AF157706.1_cds_AAD49643.1_35	900	600.563	0	0
lcl|AF157706.1_cds_AAD49644.1_36	3249	2949.56	2	5309.65
lcl|AF157706.1_cds_AAD49645.1_37	6234	5934.56	1	1319.49
lcl|AF157706.1_cds_AAD49646.1_38	270	69.6732	0	0
lcl|AF157706.1_cds_AAD49647.1_39	1413	1113.56	1	7032
lcl|AF157706.1_cds_AAD49648.1_40	831	531.563	2	29462.4
lcl|AF157706.1_cds_AAD49649.1_41	321	88.0279	0	0
lcl|AF157706.1_cds_AAD49650.1_42	1455	1155.56	0	0
lcl|AF157706.1_cds_AAD49651.1_43	795	495.563	1	15801.4
lcl|AF157706.1_cds_AAD49652.1_44	3039	2739.56	0	0
lcl|AF157706.1_cds_AAD49653.1_45	2493	2193.56	3	10709.4
lcl|AF157706.1_cds_AAD49654.1_46	2181	1881.56	1	4161.74
lcl|AF157706.1_cds_AAB06339.1_47	3399	3099.56	1	2526.35
lcl|AF157706.1_cds_AAB06340.1_48	1551	1251.56	0	0
lcl|AF157706.1_cds_AAB06341.1_49	2583	2283.56	0	0
lcl|AF157706.1_cds_AAB06342.1_50	696	396.578	2	39490.7
lcl|AF157706.1_cds_AAB06343.1_51	1131	831.563	2	18833.4
lcl|AF157706.1_cds_AAB06344.1_52	255	65.2215	0	0
lcl|AF157706.1_cds_AAB06345.1_53	2217	1917.56	0	0
lcl|AF157706.1_cds_AAB06346.1_54	2085	1785.56	3	13156.5
lcl|AF157706.1_cds_AAB06347.1_55	759	459.564	0	0
lcl|AF157706.1_cds_AAB06348.1_56	1668	1368.56	0	0
lcl|AF157706.1_cds_AAB06349.1_57	906	606.563	0	0
lcl|AF157706.1_cds_AAD49655.1_58	777	477.563	0	0
lcl|AF157706.1_cds_AAD49656.1_59	1587	1287.56	1	6081.7
lcl|AF157706.1_cds_AAD49657.1_60	1380	1080.56	2	14493.5
lcl|AF157706.1_cds_AAD49658.1_61	1479	1179.56	0	0
lcl|AF157706.1_cds_AAD49659.1_62	891	591.563	2	26474.2
lcl|AF157706.1_cds_AAD49660.1_63	4038	3738.56	4	8378.16
lcl|AF157706.1_cds_AAD49661.1_64	2319	2019.56	0	0
lcl|AF157706.1_cds_AAD49662.1_65	1053	753.563	0	0
lcl|AF157706.1_cds_AAD49667.1_66	2001	1701.56	1	4601.99
lcl|AF157706.1_cds_AAD49663.1_67	264	67.8472	0	0
lcl|AF157706.1_cds_AAD49664.1_68	657	357.63	0	0
lcl|AF157706.1_cds_AAD49665.1_69	1329	1029.56	0	0
lcl|AF157706.1_cds_AAD49666.1_70	1008	708.563	5	55256.7
lcl|AF157706.1_cds_AAD49668.1_71	1062	762.563	2	20537.5
lcl|AF157706.1_cds_AAD49669.1_72	345	98.713	0	0
lcl|AF157706.1_cds_AAD49670.1_73	1692	1392.56	16	89970.2
lcl|AF157706.1_cds_AAB06353.1_74	1467	1167.56	4	26827.1
lcl|AF157706.1_cds_AAB06354.1_75	246	62.7239	0	0
lcl|AF157706.1_cds_AAB06355.1_76	1035	735.563	1	10645.7
lcl|AF157706.1_cds_AAB06356.1_77	2343	2043.56	2	7663.64
lcl|AF157706.1_cds_AAB06357.1_78	1989	1689.56	1	4634.67
lcl|AF157706.1_cds_AAB06358.1_79	750	450.564	0	0
lcl|AF157706.1_cds_AAB06359.1_80	1989	1689.56	3	13904
lcl|AF157706.1_cds_AAB06360.1_81	2475	2175.56	1	3599.33
lcl|AF157706.1_cds_AAB06361.1_82	240	61.1257	0	0
lcl|AF157706.1_cds_AAB06362.1_83	228	58.0779	0	0
lcl|AF157706.1_cds_AAD49671.1_84	1443	1143.56	3	20542.6
lcl|AF157706.1_cds_AAB06365.1_85	768	468.564	0	0
lcl|AF157706.1_cds_AAB06366.1_86	753	453.564	0	0
lcl|AF157706.1_cds_AAB06367.1_87	342	97.297	0	0
lcl|AF157706.1_cds_AAD49672.1_88	1029	729.563	0	0
lcl|AF157706.1_cds_AAD49673.1_89	879	579.563	1	13511.2
lcl|AF157706.1_cds_AAD49674.1_90	4563	4263.56	1	1836.63
lcl|AF157706.1_cds_AAD49675.1_91	3237	2937.56	2	5331.34
lcl|AF157706.1_cds_AAD49676.1_92	471	181.137	0	0
lcl|AF157706.1_cds_AAD49677.1_93	798	498.563	0	0
lcl|AF157706.1_cds_AAD49678.1_94	1473	1173.56	1	6672.48
lcl|AF157706.1_cds_AAD49679.1_95	3639	3339.56	1	2344.79
lcl|AF157706.1_cds_AAD49680.1_96	1851	1551.56	11	55515.8
lcl|AF157706.1_cds_AAD49681.1_97	321	88.0279	0	0
lcl|AF157706.1_cds_AAD49682.1_98	2280	1980.56	13.5	53375.1
lcl|AF157706.1_cds_AAD49683.1_99	603	303.962	0	0
lcl|AF157706.1_cds_AAD49684.1_100	480	188.67	0	0
lcl|AF157706.1_cds_AAD49685.1_101	240	61.1257	0	0
lcl|AF157706.1_cds_AAD49686.1_102	1179	879.563	3.5	31159.8
lcl|AF157706.1_cds_AAD49687.1_103	180	47.488	0	0
